fid,id,left,top,right,bottom
593,593,495109.184552067541517,1404891.728244151687250,497014.440440393344034,1403241.728244151687250
597,597,496538.126468311878853,1455216.728244151687250,498443.382356637739576,1453566.728244151687250
598,598,496538.126468311878853,1453566.728244151687250,498443.382356637739576,1451916.728244151687250
599,599,496538.126468311878853,1451916.728244151687250,498443.382356637739576,1450266.728244151687250
600,600,496538.126468311878853,1450266.728244151687250,498443.382356637739576,1448616.728244151687250
601,601,496538.126468311878853,1448616.728244151687250,498443.382356637739576,1446966.728244151687250
602,602,496538.126468311878853,1446966.728244151687250,498443.382356637739576,1445316.728244151687250
603,603,496538.126468311878853,1445316.728244151687250,498443.382356637739576,1443666.728244151687250
604,604,496538.126468311878853,1443666.728244151687250,498443.382356637739576,1442016.728244151687250
605,605,496538.126468311878853,1442016.728244151687250,498443.382356637739576,1440366.728244151687250
606,606,496538.126468311878853,1440366.728244151687250,498443.382356637739576,1438716.728244151687250
607,607,496538.126468311878853,1438716.728244151687250,498443.382356637739576,1437066.728244151687250
608,608,496538.126468311878853,1437066.728244151687250,498443.382356637739576,1435416.728244151687250
609,609,496538.126468311878853,1435416.728244151687250,498443.382356637739576,1433766.728244151687250
610,610,496538.126468311878853,1433766.728244151687250,498443.382356637739576,1432116.728244151687250
611,611,496538.126468311878853,1432116.728244151687250,498443.382356637739576,1430466.728244151687250
612,612,496538.126468311878853,1430466.728244151687250,498443.382356637739576,1428816.728244151687250
613,613,496538.126468311878853,1428816.728244151687250,498443.382356637739576,1427166.728244151687250
614,614,496538.126468311878853,1427166.728244151687250,498443.382356637739576,1425516.728244151687250
615,615,496538.126468311878853,1425516.728244151687250,498443.382356637739576,1423866.728244151687250
616,616,496538.126468311878853,1423866.728244151687250,498443.382356637739576,1422216.728244151687250
617,617,496538.126468311878853,1422216.728244151687250,498443.382356637739576,1420566.728244151687250
618,618,496538.126468311878853,1420566.728244151687250,498443.382356637739576,1418916.728244151687250
619,619,496538.126468311878853,1418916.728244151687250,498443.382356637739576,1417266.728244151687250
620,620,496538.126468311878853,1417266.728244151687250,498443.382356637739576,1415616.728244151687250
621,621,496538.126468311878853,1415616.728244151687250,498443.382356637739576,1413966.728244151687250
622,622,496538.126468311878853,1413966.728244151687250,498443.382356637739576,1412316.728244151687250
623,623,496538.126468311878853,1412316.728244151687250,498443.382356637739576,1410666.728244151687250
624,624,496538.126468311878853,1410666.728244151687250,498443.382356637739576,1409016.728244151687250
625,625,496538.126468311878853,1409016.728244151687250,498443.382356637739576,1407366.728244151687250
626,626,496538.126468311878853,1407366.728244151687250,498443.382356637739576,1405716.728244151687250
627,627,496538.126468311878853,1405716.728244151687250,498443.382356637739576,1404066.728244151687250
631,631,497967.068384556216188,1457691.728244151687250,499872.324272882018704,1456041.728244151687250
632,632,497967.068384556216188,1456041.728244151687250,499872.324272882018704,1454391.728244151920080
633,633,497967.068384556216188,1454391.728244151920080,499872.324272882018704,1452741.728244151687250
634,634,497967.068384556216188,1452741.728244151687250,499872.324272882018704,1451091.728244151687250
635,635,497967.068384556216188,1451091.728244151687250,499872.324272882018704,1449441.728244151687250
636,636,497967.068384556216188,1449441.728244151687250,499872.324272882018704,1447791.728244151920080
637,637,497967.068384556216188,1447791.728244151920080,499872.324272882018704,1446141.728244151687250
638,638,497967.068384556216188,1446141.728244151687250,499872.324272882018704,1444491.728244151687250
639,639,497967.068384556216188,1444491.728244151687250,499872.324272882018704,1442841.728244151687250
640,640,497967.068384556216188,1442841.728244151687250,499872.324272882018704,1441191.728244151920080
641,641,497967.068384556216188,1441191.728244151920080,499872.324272882018704,1439541.728244151687250
642,642,497967.068384556216188,1439541.728244151687250,499872.324272882018704,1437891.728244151687250
643,643,497967.068384556216188,1437891.728244151687250,499872.324272882018704,1436241.728244151687250
644,644,497967.068384556216188,1436241.728244151687250,499872.324272882018704,1434591.728244151920080
645,645,497967.068384556216188,1434591.728244151920080,499872.324272882018704,1432941.728244151687250
646,646,497967.068384556216188,1432941.728244151687250,499872.324272882018704,1431291.728244151687250
647,647,497967.068384556216188,1431291.728244151687250,499872.324272882018704,1429641.728244151687250
648,648,497967.068384556216188,1429641.728244151687250,499872.324272882018704,1427991.728244151920080
649,649,497967.068384556216188,1427991.728244151920080,499872.324272882018704,1426341.728244151687250
650,650,497967.068384556216188,1426341.728244151687250,499872.324272882018704,1424691.728244151687250
651,651,497967.068384556216188,1424691.728244151687250,499872.324272882018704,1423041.728244151687250
652,652,497967.068384556216188,1423041.728244151687250,499872.324272882018704,1421391.728244151920080
653,653,497967.068384556216188,1421391.728244151920080,499872.324272882018704,1419741.728244151687250
654,654,497967.068384556216188,1419741.728244151687250,499872.324272882018704,1418091.728244151687250
655,655,497967.068384556216188,1418091.728244151687250,499872.324272882018704,1416441.728244151687250
656,656,497967.068384556216188,1416441.728244151687250,499872.324272882018704,1414791.728244151920080
657,657,497967.068384556216188,1414791.728244151920080,499872.324272882018704,1413141.728244151687250
658,658,497967.068384556216188,1413141.728244151687250,499872.324272882018704,1411491.728244151687250
659,659,497967.068384556216188,1411491.728244151687250,499872.324272882018704,1409841.728244151687250
660,660,497967.068384556216188,1409841.728244151687250,499872.324272882018704,1408191.728244151920080
661,661,497967.068384556216188,1408191.728244151920080,499872.324272882018704,1406541.728244151687250
662,662,497967.068384556216188,1406541.728244151687250,499872.324272882018704,1404891.728244151687250
663,663,497967.068384556216188,1404891.728244151687250,499872.324272882018704,1403241.728244151687250
666,666,499396.010300800553523,1456866.728244151687250,501301.266189126356039,1455216.728244151687250
667,667,499396.010300800553523,1455216.728244151687250,501301.266189126356039,1453566.728244151687250
668,668,499396.010300800553523,1453566.728244151687250,501301.266189126356039,1451916.728244151687250
669,669,499396.010300800553523,1451916.728244151687250,501301.266189126356039,1450266.728244151687250
670,670,499396.010300800553523,1450266.728244151687250,501301.266189126356039,1448616.728244151687250
671,671,499396.010300800553523,1448616.728244151687250,501301.266189126356039,1446966.728244151687250
672,672,499396.010300800553523,1446966.728244151687250,501301.266189126356039,1445316.728244151687250
673,673,499396.010300800553523,1445316.728244151687250,501301.266189126356039,1443666.728244151687250
674,674,499396.010300800553523,1443666.728244151687250,501301.266189126356039,1442016.728244151687250
675,675,499396.010300800553523,1442016.728244151687250,501301.266189126356039,1440366.728244151687250
676,676,499396.010300800553523,1440366.728244151687250,501301.266189126356039,1438716.728244151687250
677,677,499396.010300800553523,1438716.728244151687250,501301.266189126356039,1437066.728244151687250
678,678,499396.010300800553523,1437066.728244151687250,501301.266189126356039,1435416.728244151687250
679,679,499396.010300800553523,1435416.728244151687250,501301.266189126356039,1433766.728244151687250
680,680,499396.010300800553523,1433766.728244151687250,501301.266189126356039,1432116.728244151687250
681,681,499396.010300800553523,1432116.728244151687250,501301.266189126356039,1430466.728244151687250
682,682,499396.010300800553523,1430466.728244151687250,501301.266189126356039,1428816.728244151687250
683,683,499396.010300800553523,1428816.728244151687250,501301.266189126356039,1427166.728244151687250
684,684,499396.010300800553523,1427166.728244151687250,501301.266189126356039,1425516.728244151687250
685,685,499396.010300800553523,1425516.728244151687250,501301.266189126356039,1423866.728244151687250
686,686,499396.010300800553523,1423866.728244151687250,501301.266189126356039,1422216.728244151687250
687,687,499396.010300800553523,1422216.728244151687250,501301.266189126356039,1420566.728244151687250
688,688,499396.010300800553523,1420566.728244151687250,501301.266189126356039,1418916.728244151687250
689,689,499396.010300800553523,1418916.728244151687250,501301.266189126356039,1417266.728244151687250
690,690,499396.010300800553523,1417266.728244151687250,501301.266189126356039,1415616.728244151687250
691,691,499396.010300800553523,1415616.728244151687250,501301.266189126356039,1413966.728244151687250
692,692,499396.010300800553523,1413966.728244151687250,501301.266189126356039,1412316.728244151687250
693,693,499396.010300800553523,1412316.728244151687250,501301.266189126356039,1410666.728244151687250
694,694,499396.010300800553523,1410666.728244151687250,501301.266189126356039,1409016.728244151687250
695,695,499396.010300800553523,1409016.728244151687250,501301.266189126356039,1407366.728244151687250
696,696,499396.010300800553523,1407366.728244151687250,501301.266189126356039,1405716.728244151687250
697,697,499396.010300800553523,1405716.728244151687250,501301.266189126356039,1404066.728244151687250
698,698,499396.010300800553523,1404066.728244151687250,501301.266189126356039,1402416.728244151687250
701,701,500824.952217044890858,1457691.728244151687250,502730.208105370693374,1456041.728244151687250
702,702,500824.952217044890858,1456041.728244151687250,502730.208105370693374,1454391.728244151920080
703,703,500824.952217044890858,1454391.728244151920080,502730.208105370693374,1452741.728244151687250
704,704,500824.952217044890858,1452741.728244151687250,502730.208105370693374,1451091.728244151687250
705,705,500824.952217044890858,1451091.728244151687250,502730.208105370693374,1449441.728244151687250
706,706,500824.952217044890858,1449441.728244151687250,502730.208105370693374,1447791.728244151920080
707,707,500824.952217044890858,1447791.728244151920080,502730.208105370693374,1446141.728244151687250
708,708,500824.952217044890858,1446141.728244151687250,502730.208105370693374,1444491.728244151687250
709,709,500824.952217044890858,1444491.728244151687250,502730.208105370693374,1442841.728244151687250
710,710,500824.952217044890858,1442841.728244151687250,502730.208105370693374,1441191.728244151920080
711,711,500824.952217044890858,1441191.728244151920080,502730.208105370693374,1439541.728244151687250
712,712,500824.952217044890858,1439541.728244151687250,502730.208105370693374,1437891.728244151687250
713,713,500824.952217044890858,1437891.728244151687250,502730.208105370693374,1436241.728244151687250
714,714,500824.952217044890858,1436241.728244151687250,502730.208105370693374,1434591.728244151920080
715,715,500824.952217044890858,1434591.728244151920080,502730.208105370693374,1432941.728244151687250
716,716,500824.952217044890858,1432941.728244151687250,502730.208105370693374,1431291.728244151687250
717,717,500824.952217044890858,1431291.728244151687250,502730.208105370693374,1429641.728244151687250
718,718,500824.952217044890858,1429641.728244151687250,502730.208105370693374,1427991.728244151920080
719,719,500824.952217044890858,1427991.728244151920080,502730.208105370693374,1426341.728244151687250
720,720,500824.952217044890858,1426341.728244151687250,502730.208105370693374,1424691.728244151687250
721,721,500824.952217044890858,1424691.728244151687250,502730.208105370693374,1423041.728244151687250
722,722,500824.952217044890858,1423041.728244151687250,502730.208105370693374,1421391.728244151920080
723,723,500824.952217044890858,1421391.728244151920080,502730.208105370693374,1419741.728244151687250
724,724,500824.952217044890858,1419741.728244151687250,502730.208105370693374,1418091.728244151687250
725,725,500824.952217044890858,1418091.728244151687250,502730.208105370693374,1416441.728244151687250
726,726,500824.952217044890858,1416441.728244151687250,502730.208105370693374,1414791.728244151920080
727,727,500824.952217044890858,1414791.728244151920080,502730.208105370693374,1413141.728244151687250
728,728,500824.952217044890858,1413141.728244151687250,502730.208105370693374,1411491.728244151687250
729,729,500824.952217044890858,1411491.728244151687250,502730.208105370693374,1409841.728244151687250
730,730,500824.952217044890858,1409841.728244151687250,502730.208105370693374,1408191.728244151920080
731,731,500824.952217044890858,1408191.728244151920080,502730.208105370693374,1406541.728244151687250
732,732,500824.952217044890858,1406541.728244151687250,502730.208105370693374,1404891.728244151687250
733,733,500824.952217044890858,1404891.728244151687250,502730.208105370693374,1403241.728244151687250
736,736,502253.894133289169986,1456866.728244151687250,504159.150021614972502,1455216.728244151687250
737,737,502253.894133289169986,1455216.728244151687250,504159.150021614972502,1453566.728244151687250
738,738,502253.894133289169986,1453566.728244151687250,504159.150021614972502,1451916.728244151687250
739,739,502253.894133289169986,1451916.728244151687250,504159.150021614972502,1450266.728244151687250
740,740,502253.894133289169986,1450266.728244151687250,504159.150021614972502,1448616.728244151687250
741,741,502253.894133289169986,1448616.728244151687250,504159.150021614972502,1446966.728244151687250
742,742,502253.894133289169986,1446966.728244151687250,504159.150021614972502,1445316.728244151687250
743,743,502253.894133289169986,1445316.728244151687250,504159.150021614972502,1443666.728244151687250
744,744,502253.894133289169986,1443666.728244151687250,504159.150021614972502,1442016.728244151687250
745,745,502253.894133289169986,1442016.728244151687250,504159.150021614972502,1440366.728244151687250
746,746,502253.894133289169986,1440366.728244151687250,504159.150021614972502,1438716.728244151687250
747,747,502253.894133289169986,1438716.728244151687250,504159.150021614972502,1437066.728244151687250
748,748,502253.894133289169986,1437066.728244151687250,504159.150021614972502,1435416.728244151687250
749,749,502253.894133289169986,1435416.728244151687250,504159.150021614972502,1433766.728244151687250
750,750,502253.894133289169986,1433766.728244151687250,504159.150021614972502,1432116.728244151687250
751,751,502253.894133289169986,1432116.728244151687250,504159.150021614972502,1430466.728244151687250
752,752,502253.894133289169986,1430466.728244151687250,504159.150021614972502,1428816.728244151687250
753,753,502253.894133289169986,1428816.728244151687250,504159.150021614972502,1427166.728244151687250
754,754,502253.894133289169986,1427166.728244151687250,504159.150021614972502,1425516.728244151687250
755,755,502253.894133289169986,1425516.728244151687250,504159.150021614972502,1423866.728244151687250
756,756,502253.894133289169986,1423866.728244151687250,504159.150021614972502,1422216.728244151687250
757,757,502253.894133289169986,1422216.728244151687250,504159.150021614972502,1420566.728244151687250
758,758,502253.894133289169986,1420566.728244151687250,504159.150021614972502,1418916.728244151687250
759,759,502253.894133289169986,1418916.728244151687250,504159.150021614972502,1417266.728244151687250
760,760,502253.894133289169986,1417266.728244151687250,504159.150021614972502,1415616.728244151687250
761,761,502253.894133289169986,1415616.728244151687250,504159.150021614972502,1413966.728244151687250
762,762,502253.894133289169986,1413966.728244151687250,504159.150021614972502,1412316.728244151687250
763,763,502253.894133289169986,1412316.728244151687250,504159.150021614972502,1410666.728244151687250
764,764,502253.894133289169986,1410666.728244151687250,504159.150021614972502,1409016.728244151687250
765,765,502253.894133289169986,1409016.728244151687250,504159.150021614972502,1407366.728244151687250
766,766,502253.894133289169986,1407366.728244151687250,504159.150021614972502,1405716.728244151687250
767,767,502253.894133289169986,1405716.728244151687250,504159.150021614972502,1404066.728244151687250
768,768,502253.894133289169986,1404066.728244151687250,504159.150021614972502,1402416.728244151687250
772,772,503682.836049533507321,1456041.728244151687250,505588.091937859309837,1454391.728244151920080
773,773,503682.836049533507321,1454391.728244151920080,505588.091937859309837,1452741.728244151687250
774,774,503682.836049533507321,1452741.728244151687250,505588.091937859309837,1451091.728244151687250
775,775,503682.836049533507321,1451091.728244151687250,505588.091937859309837,1449441.728244151687250
776,776,503682.836049533507321,1449441.728244151687250,505588.091937859309837,1447791.728244151920080
777,777,503682.836049533507321,1447791.728244151920080,505588.091937859309837,1446141.728244151687250
778,778,503682.836049533507321,1446141.728244151687250,505588.091937859309837,1444491.728244151687250
779,779,503682.836049533507321,1444491.728244151687250,505588.091937859309837,1442841.728244151687250
780,780,503682.836049533507321,1442841.728244151687250,505588.091937859309837,1441191.728244151920080
781,781,503682.836049533507321,1441191.728244151920080,505588.091937859309837,1439541.728244151687250
782,782,503682.836049533507321,1439541.728244151687250,505588.091937859309837,1437891.728244151687250
783,783,503682.836049533507321,1437891.728244151687250,505588.091937859309837,1436241.728244151687250
784,784,503682.836049533507321,1436241.728244151687250,505588.091937859309837,1434591.728244151920080
785,785,503682.836049533507321,1434591.728244151920080,505588.091937859309837,1432941.728244151687250
786,786,503682.836049533507321,1432941.728244151687250,505588.091937859309837,1431291.728244151687250
787,787,503682.836049533507321,1431291.728244151687250,505588.091937859309837,1429641.728244151687250
788,788,503682.836049533507321,1429641.728244151687250,505588.091937859309837,1427991.728244151920080
789,789,503682.836049533507321,1427991.728244151920080,505588.091937859309837,1426341.728244151687250
790,790,503682.836049533507321,1426341.728244151687250,505588.091937859309837,1424691.728244151687250
791,791,503682.836049533507321,1424691.728244151687250,505588.091937859309837,1423041.728244151687250
792,792,503682.836049533507321,1423041.728244151687250,505588.091937859309837,1421391.728244151920080
793,793,503682.836049533507321,1421391.728244151920080,505588.091937859309837,1419741.728244151687250
794,794,503682.836049533507321,1419741.728244151687250,505588.091937859309837,1418091.728244151687250
795,795,503682.836049533507321,1418091.728244151687250,505588.091937859309837,1416441.728244151687250
796,796,503682.836049533507321,1416441.728244151687250,505588.091937859309837,1414791.728244151920080
797,797,503682.836049533507321,1414791.728244151920080,505588.091937859309837,1413141.728244151687250
798,798,503682.836049533507321,1413141.728244151687250,505588.091937859309837,1411491.728244151687250
799,799,503682.836049533507321,1411491.728244151687250,505588.091937859309837,1409841.728244151687250
800,800,503682.836049533507321,1409841.728244151687250,505588.091937859309837,1408191.728244151920080
801,801,503682.836049533507321,1408191.728244151920080,505588.091937859309837,1406541.728244151687250
802,802,503682.836049533507321,1406541.728244151687250,505588.091937859309837,1404891.728244151687250
803,803,503682.836049533507321,1404891.728244151687250,505588.091937859309837,1403241.728244151687250
807,807,505111.777965777786449,1455216.728244151687250,507017.033854103647172,1453566.728244151687250
808,808,505111.777965777786449,1453566.728244151687250,507017.033854103647172,1451916.728244151687250
809,809,505111.777965777786449,1451916.728244151687250,507017.033854103647172,1450266.728244151687250
810,810,505111.777965777786449,1450266.728244151687250,507017.033854103647172,1448616.728244151687250
811,811,505111.777965777786449,1448616.728244151687250,507017.033854103647172,1446966.728244151687250
812,812,505111.777965777786449,1446966.728244151687250,507017.033854103647172,1445316.728244151687250
813,813,505111.777965777786449,1445316.728244151687250,507017.033854103647172,1443666.728244151687250
814,814,505111.777965777786449,1443666.728244151687250,507017.033854103647172,1442016.728244151687250
815,815,505111.777965777786449,1442016.728244151687250,507017.033854103647172,1440366.728244151687250
816,816,505111.777965777786449,1440366.728244151687250,507017.033854103647172,1438716.728244151687250
817,817,505111.777965777786449,1438716.728244151687250,507017.033854103647172,1437066.728244151687250
818,818,505111.777965777786449,1437066.728244151687250,507017.033854103647172,1435416.728244151687250
819,819,505111.777965777786449,1435416.728244151687250,507017.033854103647172,1433766.728244151687250
820,820,505111.777965777786449,1433766.728244151687250,507017.033854103647172,1432116.728244151687250
821,821,505111.777965777786449,1432116.728244151687250,507017.033854103647172,1430466.728244151687250
822,822,505111.777965777786449,1430466.728244151687250,507017.033854103647172,1428816.728244151687250
823,823,505111.777965777786449,1428816.728244151687250,507017.033854103647172,1427166.728244151687250
824,824,505111.777965777786449,1427166.728244151687250,507017.033854103647172,1425516.728244151687250
825,825,505111.777965777786449,1425516.728244151687250,507017.033854103647172,1423866.728244151687250
826,826,505111.777965777786449,1423866.728244151687250,507017.033854103647172,1422216.728244151687250
827,827,505111.777965777786449,1422216.728244151687250,507017.033854103647172,1420566.728244151687250
828,828,505111.777965777786449,1420566.728244151687250,507017.033854103647172,1418916.728244151687250
829,829,505111.777965777786449,1418916.728244151687250,507017.033854103647172,1417266.728244151687250
830,830,505111.777965777786449,1417266.728244151687250,507017.033854103647172,1415616.728244151687250
831,831,505111.777965777786449,1415616.728244151687250,507017.033854103647172,1413966.728244151687250
832,832,505111.777965777786449,1413966.728244151687250,507017.033854103647172,1412316.728244151687250
833,833,505111.777965777786449,1412316.728244151687250,507017.033854103647172,1410666.728244151687250
834,834,505111.777965777786449,1410666.728244151687250,507017.033854103647172,1409016.728244151687250
835,835,505111.777965777786449,1409016.728244151687250,507017.033854103647172,1407366.728244151687250
836,836,505111.777965777786449,1407366.728244151687250,507017.033854103647172,1405716.728244151687250
837,837,505111.777965777786449,1405716.728244151687250,507017.033854103647172,1404066.728244151687250
838,838,505111.777965777786449,1404066.728244151687250,507017.033854103647172,1402416.728244151687250
843,843,506540.719882022065576,1454391.728244151920080,508445.975770347926300,1452741.728244151687250
844,844,506540.719882022065576,1452741.728244151687250,508445.975770347926300,1451091.728244151687250
845,845,506540.719882022065576,1451091.728244151687250,508445.975770347926300,1449441.728244151687250
846,846,506540.719882022065576,1449441.728244151687250,508445.975770347926300,1447791.728244151920080
847,847,506540.719882022065576,1447791.728244151920080,508445.975770347926300,1446141.728244151687250
848,848,506540.719882022065576,1446141.728244151687250,508445.975770347926300,1444491.728244151687250
849,849,506540.719882022065576,1444491.728244151687250,508445.975770347926300,1442841.728244151687250
850,850,506540.719882022065576,1442841.728244151687250,508445.975770347926300,1441191.728244151920080
851,851,506540.719882022065576,1441191.728244151920080,508445.975770347926300,1439541.728244151687250
852,852,506540.719882022065576,1439541.728244151687250,508445.975770347926300,1437891.728244151687250
853,853,506540.719882022065576,1437891.728244151687250,508445.975770347926300,1436241.728244151687250
854,854,506540.719882022065576,1436241.728244151687250,508445.975770347926300,1434591.728244151920080
855,855,506540.719882022065576,1434591.728244151920080,508445.975770347926300,1432941.728244151687250
856,856,506540.719882022065576,1432941.728244151687250,508445.975770347926300,1431291.728244151687250
857,857,506540.719882022065576,1431291.728244151687250,508445.975770347926300,1429641.728244151687250
858,858,506540.719882022065576,1429641.728244151687250,508445.975770347926300,1427991.728244151920080
859,859,506540.719882022065576,1427991.728244151920080,508445.975770347926300,1426341.728244151687250
860,860,506540.719882022065576,1426341.728244151687250,508445.975770347926300,1424691.728244151687250
861,861,506540.719882022065576,1424691.728244151687250,508445.975770347926300,1423041.728244151687250
862,862,506540.719882022065576,1423041.728244151687250,508445.975770347926300,1421391.728244151920080
863,863,506540.719882022065576,1421391.728244151920080,508445.975770347926300,1419741.728244151687250
864,864,506540.719882022065576,1419741.728244151687250,508445.975770347926300,1418091.728244151687250
865,865,506540.719882022065576,1418091.728244151687250,508445.975770347926300,1416441.728244151687250
866,866,506540.719882022065576,1416441.728244151687250,508445.975770347926300,1414791.728244151920080
867,867,506540.719882022065576,1414791.728244151920080,508445.975770347926300,1413141.728244151687250
868,868,506540.719882022065576,1413141.728244151687250,508445.975770347926300,1411491.728244151687250
869,869,506540.719882022065576,1411491.728244151687250,508445.975770347926300,1409841.728244151687250
870,870,506540.719882022065576,1409841.728244151687250,508445.975770347926300,1408191.728244151920080
871,871,506540.719882022065576,1408191.728244151920080,508445.975770347926300,1406541.728244151687250
872,872,506540.719882022065576,1406541.728244151687250,508445.975770347926300,1404891.728244151687250
873,873,506540.719882022065576,1404891.728244151687250,508445.975770347926300,1403241.728244151687250
878,878,507969.661798266461119,1453566.728244151687250,509874.917686592263635,1451916.728244151687250
879,879,507969.661798266461119,1451916.728244151687250,509874.917686592263635,1450266.728244151687250
880,880,507969.661798266461119,1450266.728244151687250,509874.917686592263635,1448616.728244151687250
881,881,507969.661798266461119,1448616.728244151687250,509874.917686592263635,1446966.728244151687250
882,882,507969.661798266461119,1446966.728244151687250,509874.917686592263635,1445316.728244151687250
883,883,507969.661798266461119,1445316.728244151687250,509874.917686592263635,1443666.728244151687250
884,884,507969.661798266461119,1443666.728244151687250,509874.917686592263635,1442016.728244151687250
885,885,507969.661798266461119,1442016.728244151687250,509874.917686592263635,1440366.728244151687250
886,886,507969.661798266461119,1440366.728244151687250,509874.917686592263635,1438716.728244151687250
887,887,507969.661798266461119,1438716.728244151687250,509874.917686592263635,1437066.728244151687250
888,888,507969.661798266461119,1437066.728244151687250,509874.917686592263635,1435416.728244151687250
889,889,507969.661798266461119,1435416.728244151687250,509874.917686592263635,1433766.728244151687250
890,890,507969.661798266461119,1433766.728244151687250,509874.917686592263635,1432116.728244151687250
891,891,507969.661798266461119,1432116.728244151687250,509874.917686592263635,1430466.728244151687250
892,892,507969.661798266461119,1430466.728244151687250,509874.917686592263635,1428816.728244151687250
893,893,507969.661798266461119,1428816.728244151687250,509874.917686592263635,1427166.728244151687250
894,894,507969.661798266461119,1427166.728244151687250,509874.917686592263635,1425516.728244151687250
895,895,507969.661798266461119,1425516.728244151687250,509874.917686592263635,1423866.728244151687250
896,896,507969.661798266461119,1423866.728244151687250,509874.917686592263635,1422216.728244151687250
897,897,507969.661798266461119,1422216.728244151687250,509874.917686592263635,1420566.728244151687250
898,898,507969.661798266461119,1420566.728244151687250,509874.917686592263635,1418916.728244151687250
899,899,507969.661798266461119,1418916.728244151687250,509874.917686592263635,1417266.728244151687250
900,900,507969.661798266461119,1417266.728244151687250,509874.917686592263635,1415616.728244151687250
901,901,507969.661798266461119,1415616.728244151687250,509874.917686592263635,1413966.728244151687250
902,902,507969.661798266461119,1413966.728244151687250,509874.917686592263635,1412316.728244151687250
903,903,507969.661798266461119,1412316.728244151687250,509874.917686592263635,1410666.728244151687250
904,904,507969.661798266461119,1410666.728244151687250,509874.917686592263635,1409016.728244151687250
905,905,507969.661798266461119,1409016.728244151687250,509874.917686592263635,1407366.728244151687250
906,906,507969.661798266461119,1407366.728244151687250,509874.917686592263635,1405716.728244151687250
907,907,507969.661798266461119,1405716.728244151687250,509874.917686592263635,1404066.728244151687250
908,908,507969.661798266461119,1404066.728244151687250,509874.917686592263635,1402416.728244151687250
914,914,509398.603714510798454,1452741.728244151687250,511303.859602836600970,1451091.728244151687250
915,915,509398.603714510798454,1451091.728244151687250,511303.859602836600970,1449441.728244151687250
916,916,509398.603714510798454,1449441.728244151687250,511303.859602836600970,1447791.728244151920080
917,917,509398.603714510798454,1447791.728244151920080,511303.859602836600970,1446141.728244151687250
918,918,509398.603714510798454,1446141.728244151687250,511303.859602836600970,1444491.728244151687250
919,919,509398.603714510798454,1444491.728244151687250,511303.859602836600970,1442841.728244151687250
920,920,509398.603714510798454,1442841.728244151687250,511303.859602836600970,1441191.728244151920080
921,921,509398.603714510798454,1441191.728244151920080,511303.859602836600970,1439541.728244151687250
922,922,509398.603714510798454,1439541.728244151687250,511303.859602836600970,1437891.728244151687250
923,923,509398.603714510798454,1437891.728244151687250,511303.859602836600970,1436241.728244151687250
924,924,509398.603714510798454,1436241.728244151687250,511303.859602836600970,1434591.728244151920080
925,925,509398.603714510798454,1434591.728244151920080,511303.859602836600970,1432941.728244151687250
926,926,509398.603714510798454,1432941.728244151687250,511303.859602836600970,1431291.728244151687250
927,927,509398.603714510798454,1431291.728244151687250,511303.859602836600970,1429641.728244151687250
928,928,509398.603714510798454,1429641.728244151687250,511303.859602836600970,1427991.728244151920080
929,929,509398.603714510798454,1427991.728244151920080,511303.859602836600970,1426341.728244151687250
930,930,509398.603714510798454,1426341.728244151687250,511303.859602836600970,1424691.728244151687250
931,931,509398.603714510798454,1424691.728244151687250,511303.859602836600970,1423041.728244151687250
932,932,509398.603714510798454,1423041.728244151687250,511303.859602836600970,1421391.728244151920080
933,933,509398.603714510798454,1421391.728244151920080,511303.859602836600970,1419741.728244151687250
934,934,509398.603714510798454,1419741.728244151687250,511303.859602836600970,1418091.728244151687250
935,935,509398.603714510798454,1418091.728244151687250,511303.859602836600970,1416441.728244151687250
936,936,509398.603714510798454,1416441.728244151687250,511303.859602836600970,1414791.728244151920080
937,937,509398.603714510798454,1414791.728244151920080,511303.859602836600970,1413141.728244151687250
938,938,509398.603714510798454,1413141.728244151687250,511303.859602836600970,1411491.728244151687250
939,939,509398.603714510798454,1411491.728244151687250,511303.859602836600970,1409841.728244151687250
940,940,509398.603714510798454,1409841.728244151687250,511303.859602836600970,1408191.728244151920080
941,941,509398.603714510798454,1408191.728244151920080,511303.859602836600970,1406541.728244151687250
942,942,509398.603714510798454,1406541.728244151687250,511303.859602836600970,1404891.728244151687250
943,943,509398.603714510798454,1404891.728244151687250,511303.859602836600970,1403241.728244151687250
949,949,510827.545630755135790,1451916.728244151687250,512732.801519080938306,1450266.728244151687250
950,950,510827.545630755135790,1450266.728244151687250,512732.801519080938306,1448616.728244151687250
951,951,510827.545630755135790,1448616.728244151687250,512732.801519080938306,1446966.728244151687250
952,952,510827.545630755135790,1446966.728244151687250,512732.801519080938306,1445316.728244151687250
953,953,510827.545630755135790,1445316.728244151687250,512732.801519080938306,1443666.728244151687250
954,954,510827.545630755135790,1443666.728244151687250,512732.801519080938306,1442016.728244151687250
955,955,510827.545630755135790,1442016.728244151687250,512732.801519080938306,1440366.728244151687250
956,956,510827.545630755135790,1440366.728244151687250,512732.801519080938306,1438716.728244151687250
957,957,510827.545630755135790,1438716.728244151687250,512732.801519080938306,1437066.728244151687250
958,958,510827.545630755135790,1437066.728244151687250,512732.801519080938306,1435416.728244151687250
959,959,510827.545630755135790,1435416.728244151687250,512732.801519080938306,1433766.728244151687250
960,960,510827.545630755135790,1433766.728244151687250,512732.801519080938306,1432116.728244151687250
