fid,LH,fid_2,id,left,top,right,bottom,geom_wkt
"1",1,465,465,490822.358803334587719,1442016.728244151687250,492727.614691660390235,1440366.728244151687250,"MultiPolygon (((120.91678416 13.03150574, 120.92117292 13.03896478, 120.92995586 13.03896755, 120.93434952 13.03151129, 120.9299605 13.02405247, 120.92117808 13.0240497, 120.91678416 13.03150574)))"
"1",1,466,466,490822.358803334587719,1440366.728244151687250,492727.614691660390235,1438716.728244151687250,"MultiPolygon (((120.91678958 13.01659066, 120.92117808 13.0240497, 120.9299605 13.02405247, 120.93435389 13.01659619, 120.92996513 13.00913737, 120.92118324 13.0091346, 120.91678958 13.01659066)))"
"1",1,467,467,490822.358803334587719,1438716.728244151687250,492727.614691660390235,1437066.728244151687250,"MultiPolygon (((120.916795 13.00167555, 120.92118324 13.0091346, 120.92996513 13.00913737, 120.93435826 13.00168108, 120.92996975 12.99422225, 120.92118839 12.99421948, 120.916795 13.00167555)))"
"1",1,468,468,490822.358803334587719,1437066.728244151687250,492727.614691660390235,1435416.728244151687250,"MultiPolygon (((120.91680041 12.98676043, 120.92118839 12.99421948, 120.92996975 12.99422225, 120.93436262 12.98676595, 120.92997437 12.97930711, 120.92119353 12.97930435, 120.91680041 12.98676043)))"
"1",1,469,469,490822.358803334587719,1435416.728244151687250,492727.614691660390235,1433766.728244151687250,"MultiPolygon (((120.91680581 12.97184529, 120.92119353 12.97930435, 120.92997437 12.97930711, 120.93436697 12.97185081, 120.92997899 12.96439196, 120.92119867 12.9643892, 120.91680581 12.97184529)))"
"1",1,470,470,490822.358803334587719,1433766.728244151687250,492727.614691660390235,1432116.728244151687250,"MultiPolygon (((120.9168112 12.95693013, 120.92119867 12.9643892, 120.92997899 12.96439196, 120.93437132 12.95693565, 120.9299836 12.94947679, 120.9212038 12.94947404, 120.9168112 12.95693013)))"
"1",1,471,471,490822.358803334587719,1432116.728244151687250,492727.614691660390235,1430466.728244151687250,"MultiPolygon (((120.91681659 12.94201496, 120.9212038 12.94947404, 120.9299836 12.94947679, 120.93437567 12.94202047, 120.9299882 12.93456161, 120.92120892 12.93455885, 120.91681659 12.94201496)))"
"1",1,472,472,490822.358803334587719,1430466.728244151687250,492727.614691660390235,1428816.728244151687250,"MultiPolygon (((120.91682198 12.92709977, 120.92120892 12.93455885, 120.9299882 12.93456161, 120.93438001 12.92710527, 120.9299928 12.9196464, 120.92121404 12.91964365, 120.91682198 12.92709977)))"
"1",1,473,473,490822.358803334587719,1428816.728244151687250,492727.614691660390235,1427166.728244151687250,"MultiPolygon (((120.91682736 12.91218456, 120.92121404 12.91964365, 120.9299928 12.9196464, 120.93438434 12.91219006, 120.92999739 12.90473118, 120.92121916 12.90472844, 120.91682736 12.91218456)))"
"1",1,474,474,490822.358803334587719,1427166.728244151687250,492727.614691660390235,1425516.728244151687250,"MultiPolygon (((120.91683273 12.89726934, 120.92121916 12.90472844, 120.92999739 12.90473118, 120.93438867 12.89727483, 120.93000198 12.88981595, 120.92122427 12.8898132, 120.91683273 12.89726934)))"
"1",1,475,475,490822.358803334587719,1425516.728244151687250,492727.614691660390235,1423866.728244151687250,"MultiPolygon (((120.91683809 12.8823541, 120.92122427 12.8898132, 120.93000198 12.88981595, 120.934393 12.88235958, 120.93000656 12.87490069, 120.92122937 12.87489795, 120.91683809 12.8823541)))"
"1",1,476,476,490822.358803334587719,1423866.728244151687250,492727.614691660390235,1422216.728244151687250,"MultiPolygon (((120.91684345 12.86743884, 120.92122937 12.87489795, 120.93000656 12.87490069, 120.93439732 12.86744432, 120.93001114 12.85998542, 120.92123446 12.85998268, 120.91684345 12.86743884)))"
"1",1,477,477,490822.358803334587719,1422216.728244151687250,492727.614691660390235,1420566.728244151687250,"MultiPolygon (((120.9168488 12.85252356, 120.92123446 12.85998268, 120.93001114 12.85998542, 120.93440164 12.85252904, 120.93001571 12.84507013, 120.92123955 12.8450674, 120.9168488 12.85252356)))"
"1",1,478,478,490822.358803334587719,1420566.728244151687250,492727.614691660390235,1418916.728244151687250,"MultiPolygon (((120.91685415 12.83760827, 120.92123955 12.8450674, 120.93001571 12.84507013, 120.93440595 12.83761374, 120.93002028 12.83015483, 120.92124464 12.8301521, 120.91685415 12.83760827)))"
"1",1,479,479,490822.358803334587719,1418916.728244151687250,492727.614691660390235,1417266.728244151687250,"MultiPolygon (((120.91685949 12.82269296, 120.92124464 12.8301521, 120.93002028 12.83015483, 120.93441025 12.82269843, 120.93002484 12.81523951, 120.92124972 12.81523678, 120.91685949 12.82269296)))"
"1",1,480,480,490822.358803334587719,1417266.728244151687250,492727.614691660390235,1415616.728244151687250,"MultiPolygon (((120.91686482 12.80777764, 120.92124972 12.81523678, 120.93002484 12.81523951, 120.93441455 12.80778309, 120.9300294 12.80032417, 120.92125479 12.80032144, 120.91686482 12.80777764)))"
"1",1,481,481,490822.358803334587719,1415616.728244151687250,492727.614691660390235,1413966.728244151687250,"MultiPolygon (((120.91687015 12.7928623, 120.92125479 12.80032144, 120.9300294 12.80032417, 120.93441885 12.79286775, 120.93003395 12.78540881, 120.92125986 12.78540609, 120.91687015 12.7928623)))"
"1",1,482,482,490822.358803334587719,1413966.728244151687250,492727.614691660390235,1412316.728244151687250,"MultiPolygon (((120.91687547 12.77794694, 120.92125986 12.78540609, 120.93003395 12.78540881, 120.93442314 12.77795238, 120.93003849 12.77049344, 120.92126492 12.77049072, 120.91687547 12.77794694)))"
"1",1,483,483,490822.358803334587719,1412316.728244151687250,492727.614691660390235,1410666.728244151687250,"MultiPolygon (((120.91688078 12.76303156, 120.92126492 12.77049072, 120.93003849 12.77049344, 120.93442743 12.763037, 120.93004304 12.75557805, 120.92126997 12.75557534, 120.91688078 12.76303156)))"
"1",1,484,484,490822.358803334587719,1410666.728244151687250,492727.614691660390235,1409016.728244151687250,"MultiPolygon (((120.91688609 12.74811617, 120.92126997 12.75557534, 120.93004304 12.75557805, 120.93443171 12.7481216, 120.93004757 12.74066265, 120.92127502 12.74065994, 120.91688609 12.74811617)))"
"1",1,485,485,490822.358803334587719,1409016.728244151687250,492727.614691660390235,1407366.728244151687250,"MultiPolygon (((120.9168914 12.73320076, 120.92127502 12.74065994, 120.93004757 12.74066265, 120.93443598 12.73320619, 120.9300521 12.72574723, 120.92128006 12.72574452, 120.9168914 12.73320076)))"
"1",1,486,486,490822.358803334587719,1407366.728244151687250,492727.614691660390235,1405716.728244151687250,"MultiPolygon (((120.91689669 12.71828534, 120.92128006 12.72574452, 120.9300521 12.72574723, 120.93444026 12.71829076, 120.93005663 12.71083179, 120.9212851 12.71082908, 120.91689669 12.71828534)))"
"1",1,487,487,490822.358803334587719,1405716.728244151687250,492727.614691660390235,1404066.728244151687250,"MultiPolygon (((120.91690198 12.7033699, 120.9212851 12.71082908, 120.93005663 12.71083179, 120.93444452 12.70337531, 120.93006115 12.69591633, 120.92129013 12.69591363, 120.91690198 12.7033699)))"
"1",1,488,488,490822.358803334587719,1404066.728244151687250,492727.614691660390235,1402416.728244151687250,"MultiPolygon (((120.91690727 12.68845444, 120.92129013 12.69591363, 120.93006115 12.69591633, 120.93444878 12.68845984, 120.93006566 12.68100086, 120.92129516 12.68099816, 120.91690727 12.68845444)))"
"1",1,499,499,492251.300719578925055,1444491.728244151687250,494156.556607904727571,1442841.728244151687250,"MultiPolygon (((120.92995122 13.05388262, 120.93434077 13.06134143, 120.9431245 13.06134376, 120.94751817 13.05388728, 120.94312836 13.0464287, 120.93434515 13.04642637, 120.92995122 13.05388262)))"
"1",1,500,500,492251.300719578925055,1442841.728244151687250,494156.556607904727571,1441191.728244151920080,"MultiPolygon (((120.92995586 13.03896755, 120.93434515 13.04642637, 120.94312836 13.0464287, 120.94752176 13.03897221, 120.94313221 13.03151362, 120.93434952 13.03151129, 120.92995586 13.03896755)))"
"1",1,501,501,492251.300719578925055,1441191.728244151920080,494156.556607904727571,1439541.728244151687250,"MultiPolygon (((120.9299605 13.02405247, 120.93434952 13.03151129, 120.94313221 13.03151362, 120.94752534 13.02405712, 120.94313605 13.01659852, 120.93435389 13.01659619, 120.9299605 13.02405247)))"
"1",1,502,502,492251.300719578925055,1439541.728244151687250,494156.556607904727571,1437891.728244151687250,"MultiPolygon (((120.92996513 13.00913737, 120.93435389 13.01659619, 120.94313605 13.01659852, 120.94752892 13.00914201, 120.94313989 13.0016834, 120.93435826 13.00168108, 120.92996513 13.00913737)))"
"1",1,503,503,492251.300719578925055,1437891.728244151687250,494156.556607904727571,1436241.728244151687250,"MultiPolygon (((120.92996975 12.99422225, 120.93435826 13.00168108, 120.94313989 13.0016834, 120.9475325 12.99422689, 120.94314373 12.98676827, 120.93436262 12.98676595, 120.92996975 12.99422225)))"
"1",1,504,504,492251.300719578925055,1436241.728244151687250,494156.556607904727571,1434591.728244151920080,"MultiPolygon (((120.92997437 12.97930711, 120.93436262 12.98676595, 120.94314373 12.98676827, 120.94753607 12.97931175, 120.94314756 12.97185313, 120.93436697 12.97185081, 120.92997437 12.97930711)))"
"1",1,505,505,492251.300719578925055,1434591.728244151920080,494156.556607904727571,1432941.728244151687250,"MultiPolygon (((120.92997899 12.96439196, 120.93436697 12.97185081, 120.94314756 12.97185313, 120.94753963 12.96439659, 120.94315139 12.95693796, 120.93437132 12.95693565, 120.92997899 12.96439196)))"
"1",1,506,506,492251.300719578925055,1432941.728244151687250,494156.556607904727571,1431291.728244151687250,"MultiPolygon (((120.9299836 12.94947679, 120.93437132 12.95693565, 120.94315139 12.95693796, 120.9475432 12.94948142, 120.94315521 12.94202278, 120.93437567 12.94202047, 120.9299836 12.94947679)))"
"1",1,507,507,492251.300719578925055,1431291.728244151687250,494156.556607904727571,1429641.728244151687250,"MultiPolygon (((120.9299882 12.93456161, 120.93437567 12.94202047, 120.94315521 12.94202278, 120.94754676 12.93456623, 120.94315903 12.92710758, 120.93438001 12.92710527, 120.9299882 12.93456161)))"
"1",1,508,508,492251.300719578925055,1429641.728244151687250,494156.556607904727571,1427991.728244151920080,"MultiPolygon (((120.9299928 12.9196464, 120.93438001 12.92710527, 120.94315903 12.92710758, 120.94755031 12.91965102, 120.94316284 12.91219237, 120.93438434 12.91219006, 120.9299928 12.9196464)))"
"1",1,509,509,492251.300719578925055,1427991.728244151920080,494156.556607904727571,1426341.728244151687250,"MultiPolygon (((120.92999739 12.90473118, 120.93438434 12.91219006, 120.94316284 12.91219237, 120.94755387 12.90473579, 120.94316665 12.89727713, 120.93438867 12.89727483, 120.92999739 12.90473118)))"
"1",1,510,510,492251.300719578925055,1426341.728244151687250,494156.556607904727571,1424691.728244151687250,"MultiPolygon (((120.93000198 12.88981595, 120.93438867 12.89727483, 120.94316665 12.89727713, 120.94755741 12.88982055, 120.94317046 12.88236188, 120.934393 12.88235958, 120.93000198 12.88981595)))"
"1",1,511,511,492251.300719578925055,1424691.728244151687250,494156.556607904727571,1423041.728244151687250,"MultiPolygon (((120.93000656 12.87490069, 120.934393 12.88235958, 120.94317046 12.88236188, 120.94756096 12.87490529, 120.94317426 12.86744662, 120.93439732 12.86744432, 120.93000656 12.87490069)))"
"1",1,512,512,492251.300719578925055,1423041.728244151687250,494156.556607904727571,1421391.728244151920080,"MultiPolygon (((120.93001114 12.85998542, 120.93439732 12.86744432, 120.94317426 12.86744662, 120.9475645 12.85999002, 120.94317806 12.85253133, 120.93440164 12.85252904, 120.93001114 12.85998542)))"
"1",1,513,513,492251.300719578925055,1421391.728244151920080,494156.556607904727571,1419741.728244151687250,"MultiPolygon (((120.93001571 12.84507013, 120.93440164 12.85252904, 120.94317806 12.85253133, 120.94756803 12.84507472, 120.94318185 12.83761603, 120.93440595 12.83761374, 120.93001571 12.84507013)))"
"1",1,514,514,492251.300719578925055,1419741.728244151687250,494156.556607904727571,1418091.728244151687250,"MultiPolygon (((120.93002028 12.83015483, 120.93440595 12.83761374, 120.94318185 12.83761603, 120.94757157 12.83015941, 120.94318564 12.82270072, 120.93441025 12.82269843, 120.93002028 12.83015483)))"
"1",1,515,515,492251.300719578925055,1418091.728244151687250,494156.556607904727571,1416441.728244151687250,"MultiPolygon (((120.93002484 12.81523951, 120.93441025 12.82269843, 120.94318564 12.82270072, 120.94757509 12.81524409, 120.94318942 12.80778538, 120.93441455 12.80778309, 120.93002484 12.81523951)))"
"1",1,516,516,492251.300719578925055,1416441.728244151687250,494156.556607904727571,1414791.728244151920080,"MultiPolygon (((120.9300294 12.80032417, 120.93441455 12.80778309, 120.94318942 12.80778538, 120.94757862 12.80032875, 120.9431932 12.79287003, 120.93441885 12.79286775, 120.9300294 12.80032417)))"
"1",1,517,517,492251.300719578925055,1414791.728244151920080,494156.556607904727571,1413141.728244151687250,"MultiPolygon (((120.93003395 12.78540881, 120.93441885 12.79286775, 120.9431932 12.79287003, 120.94758214 12.78541339, 120.94319698 12.77795467, 120.93442314 12.77795238, 120.93003395 12.78540881)))"
"1",1,518,518,492251.300719578925055,1413141.728244151687250,494156.556607904727571,1411491.728244151687250,"MultiPolygon (((120.93003849 12.77049344, 120.93442314 12.77795238, 120.94319698 12.77795467, 120.94758566 12.77049801, 120.94320075 12.76303928, 120.93442743 12.763037, 120.93003849 12.77049344)))"
"1",1,519,519,492251.300719578925055,1411491.728244151687250,494156.556607904727571,1409841.728244151687250,"MultiPolygon (((120.93004304 12.75557805, 120.93442743 12.763037, 120.94320075 12.76303928, 120.94758917 12.75558262, 120.94320452 12.74812388, 120.93443171 12.7481216, 120.93004304 12.75557805)))"
"1",1,520,520,492251.300719578925055,1409841.728244151687250,494156.556607904727571,1408191.728244151920080,"MultiPolygon (((120.93004757 12.74066265, 120.93443171 12.7481216, 120.94320452 12.74812388, 120.94759268 12.74066721, 120.94320828 12.73320847, 120.93443598 12.73320619, 120.93004757 12.74066265)))"
"1",1,521,521,492251.300719578925055,1408191.728244151920080,494156.556607904727571,1406541.728244151687250,"MultiPolygon (((120.9300521 12.72574723, 120.93443598 12.73320619, 120.94320828 12.73320847, 120.94759618 12.72575178, 120.94321204 12.71829303, 120.93444026 12.71829076, 120.9300521 12.72574723)))"
"1",1,522,522,492251.300719578925055,1406541.728244151687250,494156.556607904727571,1404891.728244151687250,"MultiPolygon (((120.93005663 12.71083179, 120.93444026 12.71829076, 120.94321204 12.71829303, 120.94759968 12.71083634, 120.94321579 12.70337758, 120.93444452 12.70337531, 120.93005663 12.71083179)))"
"1",1,523,523,492251.300719578925055,1404891.728244151687250,494156.556607904727571,1403241.728244151687250,"MultiPolygon (((120.93006115 12.69591633, 120.93444452 12.70337531, 120.94321579 12.70337758, 120.94760318 12.69592088, 120.94321954 12.68846211, 120.93444878 12.68845984, 120.93006115 12.69591633)))"
"1",1,533,533,493680.242635823262390,1445316.728244151687250,495585.498524149064906,1443666.728244151687250,"MultiPolygon (((120.9431245 13.06134376, 120.94751458 13.06880234, 120.95629858 13.06880422, 120.96069198 13.06134753, 120.95630164 13.05388916, 120.94751817 13.05388728, 120.9431245 13.06134376)))"
"1",1,534,534,493680.242635823262390,1443666.728244151687250,495585.498524149064906,1442016.728244151687250,"MultiPolygon (((120.94312836 13.0464287, 120.94751817 13.05388728, 120.95630164 13.05388916, 120.96069478 13.04643246, 120.9563047 13.03897409, 120.94752176 13.03897221, 120.94312836 13.0464287)))"
"1",1,535,535,493680.242635823262390,1442016.728244151687250,495585.498524149064906,1440366.728244151687250,"MultiPolygon (((120.94313221 13.03151362, 120.94752176 13.03897221, 120.9563047 13.03897409, 120.96069758 13.03151737, 120.95630776 13.024059, 120.94752534 13.02405712, 120.94313221 13.03151362)))"
"1",1,536,536,493680.242635823262390,1440366.728244151687250,495585.498524149064906,1438716.728244151687250,"MultiPolygon (((120.94313605 13.01659852, 120.94752534 13.02405712, 120.95630776 13.024059, 120.96070037 13.01660227, 120.95631082 13.00914389, 120.94752892 13.00914201, 120.94313605 13.01659852)))"
"1",1,537,537,493680.242635823262390,1438716.728244151687250,495585.498524149064906,1437066.728244151687250,"MultiPolygon (((120.94313989 13.0016834, 120.94752892 13.00914201, 120.95631082 13.00914389, 120.96070316 13.00168716, 120.95631387 12.99422877, 120.9475325 12.99422689, 120.94313989 13.0016834)))"
"1",1,538,538,493680.242635823262390,1437066.728244151687250,495585.498524149064906,1435416.728244151687250,"MultiPolygon (((120.94314373 12.98676827, 120.9475325 12.99422689, 120.95631387 12.99422877, 120.96070595 12.98677202, 120.95631692 12.97931362, 120.94753607 12.97931175, 120.94314373 12.98676827)))"
"1",1,539,539,493680.242635823262390,1435416.728244151687250,495585.498524149064906,1433766.728244151687250,"MultiPolygon (((120.94314756 12.97185313, 120.94753607 12.97931175, 120.95631692 12.97931362, 120.96070873 12.97185687, 120.95631996 12.96439846, 120.94753963 12.96439659, 120.94314756 12.97185313)))"
"1",1,540,540,493680.242635823262390,1433766.728244151687250,495585.498524149064906,1432116.728244151687250,"MultiPolygon (((120.94315139 12.95693796, 120.94753963 12.96439659, 120.95631996 12.96439846, 120.96071151 12.9569417, 120.956323 12.94948329, 120.9475432 12.94948142, 120.94315139 12.95693796)))"
"1",1,541,541,493680.242635823262390,1432116.728244151687250,495585.498524149064906,1430466.728244151687250,"MultiPolygon (((120.94315521 12.94202278, 120.9475432 12.94948142, 120.956323 12.94948329, 120.96071429 12.94202652, 120.95632604 12.93456809, 120.94754676 12.93456623, 120.94315521 12.94202278)))"
"1",1,542,542,493680.242635823262390,1430466.728244151687250,495585.498524149064906,1428816.728244151687250,"MultiPolygon (((120.94315903 12.92710758, 120.94754676 12.93456623, 120.95632604 12.93456809, 120.96071707 12.92711131, 120.95632907 12.91965288, 120.94755031 12.91965102, 120.94315903 12.92710758)))"
"1",1,543,543,493680.242635823262390,1428816.728244151687250,495585.498524149064906,1427166.728244151687250,"MultiPolygon (((120.94316284 12.91219237, 120.94755031 12.91965102, 120.95632907 12.91965288, 120.96071984 12.91219609, 120.95633211 12.90473766, 120.94755387 12.90473579, 120.94316284 12.91219237)))"
"1",1,544,544,493680.242635823262390,1427166.728244151687250,495585.498524149064906,1425516.728244151687250,"MultiPolygon (((120.94316665 12.89727713, 120.94755387 12.90473579, 120.95633211 12.90473766, 120.96072261 12.89728086, 120.95633513 12.88982241, 120.94755741 12.88982055, 120.94316665 12.89727713)))"
"1",1,545,545,493680.242635823262390,1425516.728244151687250,495585.498524149064906,1423866.728244151687250,"MultiPolygon (((120.94317046 12.88236188, 120.94755741 12.88982055, 120.95633513 12.88982241, 120.96072538 12.8823656, 120.95633816 12.87490715, 120.94756096 12.87490529, 120.94317046 12.88236188)))"
"1",1,546,546,493680.242635823262390,1423866.728244151687250,495585.498524149064906,1422216.728244151687250,"MultiPolygon (((120.94317426 12.86744662, 120.94756096 12.87490529, 120.95633816 12.87490715, 120.96072814 12.86745033, 120.95634118 12.85999187, 120.9475645 12.85999002, 120.94317426 12.86744662)))"
"1",1,547,547,493680.242635823262390,1422216.728244151687250,495585.498524149064906,1420566.728244151687250,"MultiPolygon (((120.94317806 12.85253133, 120.9475645 12.85999002, 120.95634118 12.85999187, 120.9607309 12.85253505, 120.9563442 12.84507658, 120.94756803 12.84507472, 120.94317806 12.85253133)))"
"1",1,548,548,493680.242635823262390,1420566.728244151687250,495585.498524149064906,1418916.728244151687250,"MultiPolygon (((120.94318185 12.83761603, 120.94756803 12.84507472, 120.9563442 12.84507658, 120.96073366 12.83761974, 120.95634721 12.83016127, 120.94757157 12.83015941, 120.94318185 12.83761603)))"
"1",1,549,549,493680.242635823262390,1418916.728244151687250,495585.498524149064906,1417266.728244151687250,"MultiPolygon (((120.94318564 12.82270072, 120.94757157 12.83015941, 120.95634721 12.83016127, 120.96073641 12.82270442, 120.95635022 12.81524594, 120.94757509 12.81524409, 120.94318564 12.82270072)))"
"1",1,550,550,493680.242635823262390,1417266.728244151687250,495585.498524149064906,1415616.728244151687250,"MultiPolygon (((120.94318942 12.80778538, 120.94757509 12.81524409, 120.95635022 12.81524594, 120.96073916 12.80778909, 120.95635323 12.8003306, 120.94757862 12.80032875, 120.94318942 12.80778538)))"
"1",1,551,551,493680.242635823262390,1415616.728244151687250,495585.498524149064906,1413966.728244151687250,"MultiPolygon (((120.9431932 12.79287003, 120.94757862 12.80032875, 120.95635323 12.8003306, 120.96074191 12.79287373, 120.95635624 12.78541523, 120.94758214 12.78541339, 120.9431932 12.79287003)))"
"1",1,552,552,493680.242635823262390,1413966.728244151687250,495585.498524149064906,1412316.728244151687250,"MultiPolygon (((120.94319698 12.77795467, 120.94758214 12.78541339, 120.95635624 12.78541523, 120.96074466 12.77795836, 120.95635924 12.77049985, 120.94758566 12.77049801, 120.94319698 12.77795467)))"
"1",1,553,553,493680.242635823262390,1412316.728244151687250,495585.498524149064906,1410666.728244151687250,"MultiPolygon (((120.94320075 12.76303928, 120.94758566 12.77049801, 120.95635924 12.77049985, 120.9607474 12.76304297, 120.95636224 12.75558446, 120.94758917 12.75558262, 120.94320075 12.76303928)))"
"1",1,554,554,493680.242635823262390,1410666.728244151687250,495585.498524149064906,1409016.728244151687250,"MultiPolygon (((120.94320452 12.74812388, 120.94758917 12.75558262, 120.95636224 12.75558446, 120.96075014 12.74812757, 120.95636523 12.74066905, 120.94759268 12.74066721, 120.94320452 12.74812388)))"
"1",1,555,555,493680.242635823262390,1409016.728244151687250,495585.498524149064906,1407366.728244151687250,"MultiPolygon (((120.94320828 12.73320847, 120.94759268 12.74066721, 120.95636523 12.74066905, 120.96075288 12.73321215, 120.95636822 12.72575362, 120.94759618 12.72575178, 120.94320828 12.73320847)))"
"1",1,556,556,493680.242635823262390,1407366.728244151687250,495585.498524149064906,1405716.728244151687250,"MultiPolygon (((120.94321204 12.71829303, 120.94759618 12.72575178, 120.95636822 12.72575362, 120.96075561 12.71829671, 120.95637121 12.71083817, 120.94759968 12.71083634, 120.94321204 12.71829303)))"
"1",1,557,557,493680.242635823262390,1405716.728244151687250,495585.498524149064906,1404066.728244151687250,"MultiPolygon (((120.94321579 12.70337758, 120.94759968 12.71083634, 120.95637121 12.71083817, 120.96075834 12.70338126, 120.9563742 12.69592271, 120.94760318 12.69592088, 120.94321579 12.70337758)))"
"1",1,569,569,495109.184552067541517,1444491.728244151687250,497014.440440393344034,1442841.728244151687250,"MultiPolygon (((120.95630164 13.05388916, 120.96069198 13.06134753, 120.96947572 13.06134896, 120.9738686 13.05389204, 120.96947799 13.04643389, 120.96069478 13.04643246, 120.95630164 13.05388916)))"
"1",1,570,570,495109.184552067541517,1442841.728244151687250,497014.440440393344034,1441191.728244151920080,"MultiPolygon (((120.9563047 13.03897409, 120.96069478 13.04643246, 120.96947799 13.04643389, 120.9738706 13.03897696, 120.96948026 13.03151881, 120.96069758 13.03151737, 120.9563047 13.03897409)))"
"1",1,571,571,495109.184552067541517,1441191.728244151920080,497014.440440393344034,1439541.728244151687250,"MultiPolygon (((120.95630776 13.024059, 120.96069758 13.03151737, 120.96948026 13.03151881, 120.97387261 13.02406186, 120.96948253 13.01660371, 120.96070037 13.01660227, 120.95630776 13.024059)))"
"1",1,572,572,495109.184552067541517,1439541.728244151687250,497014.440440393344034,1437891.728244151687250,"MultiPolygon (((120.95631082 13.00914389, 120.96070037 13.01660227, 120.96948253 13.01660371, 120.97387461 13.00914675, 120.9694848 13.00168859, 120.96070316 13.00168716, 120.95631082 13.00914389)))"
"1",1,573,573,495109.184552067541517,1437891.728244151687250,497014.440440393344034,1436241.728244151687250,"MultiPolygon (((120.95631387 12.99422877, 120.96070316 13.00168716, 120.9694848 13.00168859, 120.97387662 12.99423162, 120.96948706 12.98677345, 120.96070595 12.98677202, 120.95631387 12.99422877)))"
"1",1,574,574,495109.184552067541517,1436241.728244151687250,497014.440440393344034,1434591.728244151920080,"MultiPolygon (((120.95631692 12.97931362, 120.96070595 12.98677202, 120.96948706 12.98677345, 120.97387862 12.97931648, 120.96948932 12.9718583, 120.96070873 12.97185687, 120.95631692 12.97931362)))"
"1",1,575,575,495109.184552067541517,1434591.728244151920080,497014.440440393344034,1432941.728244151687250,"MultiPolygon (((120.95631996 12.96439846, 120.96070873 12.97185687, 120.96948932 12.9718583, 120.97388061 12.96440132, 120.96949158 12.95694313, 120.96071151 12.9569417, 120.95631996 12.96439846)))"
"1",1,576,576,495109.184552067541517,1432941.728244151687250,497014.440440393344034,1431291.728244151687250,"MultiPolygon (((120.956323 12.94948329, 120.96071151 12.9569417, 120.96949158 12.95694313, 120.97388261 12.94948614, 120.96949384 12.94202794, 120.96071429 12.94202652, 120.956323 12.94948329)))"
"1",1,577,577,495109.184552067541517,1431291.728244151687250,497014.440440393344034,1429641.728244151687250,"MultiPolygon (((120.95632604 12.93456809, 120.96071429 12.94202652, 120.96949384 12.94202794, 120.9738846 12.93457094, 120.96949609 12.92711274, 120.96071707 12.92711131, 120.95632604 12.93456809)))"
"1",1,578,578,495109.184552067541517,1429641.728244151687250,497014.440440393344034,1427991.728244151920080,"MultiPolygon (((120.95632907 12.91965288, 120.96071707 12.92711131, 120.96949609 12.92711274, 120.9738866 12.91965573, 120.96949834 12.91219752, 120.96071984 12.91219609, 120.95632907 12.91965288)))"
"1",1,579,579,495109.184552067541517,1427991.728244151920080,497014.440440393344034,1426341.728244151687250,"MultiPolygon (((120.95633211 12.90473766, 120.96071984 12.91219609, 120.96949834 12.91219752, 120.97388859 12.9047405, 120.96950059 12.89728228, 120.96072261 12.89728086, 120.95633211 12.90473766)))"
"1",1,580,580,495109.184552067541517,1426341.728244151687250,497014.440440393344034,1424691.728244151687250,"MultiPolygon (((120.95633513 12.88982241, 120.96072261 12.89728086, 120.96950059 12.89728228, 120.97389057 12.88982525, 120.96950284 12.88236702, 120.96072538 12.8823656, 120.95633513 12.88982241)))"
"1",1,581,581,495109.184552067541517,1424691.728244151687250,497014.440440393344034,1423041.728244151687250,"MultiPolygon (((120.95633816 12.87490715, 120.96072538 12.8823656, 120.96950284 12.88236702, 120.97389256 12.87490999, 120.96950508 12.86745175, 120.96072814 12.86745033, 120.95633816 12.87490715)))"
"1",1,582,582,495109.184552067541517,1423041.728244151687250,497014.440440393344034,1421391.728244151920080,"MultiPolygon (((120.95634118 12.85999187, 120.96072814 12.86745033, 120.96950508 12.86745175, 120.97389454 12.85999471, 120.96950732 12.85253646, 120.9607309 12.85253505, 120.95634118 12.85999187)))"
"1",1,583,583,495109.184552067541517,1421391.728244151920080,497014.440440393344034,1419741.728244151687250,"MultiPolygon (((120.9563442 12.84507658, 120.9607309 12.85253505, 120.96950732 12.85253646, 120.97389653 12.84507941, 120.96950956 12.83762116, 120.96073366 12.83761974, 120.9563442 12.84507658)))"
"1",1,584,584,495109.184552067541517,1419741.728244151687250,497014.440440393344034,1418091.728244151687250,"MultiPolygon (((120.95634721 12.83016127, 120.96073366 12.83761974, 120.96950956 12.83762116, 120.97389851 12.8301641, 120.9695118 12.82270584, 120.96073641 12.82270442, 120.95634721 12.83016127)))"
"1",1,585,585,495109.184552067541517,1418091.728244151687250,497014.440440393344034,1416441.728244151687250,"MultiPolygon (((120.95635022 12.81524594, 120.96073641 12.82270442, 120.9695118 12.82270584, 120.97390049 12.81524877, 120.96951404 12.8077905, 120.96073916 12.80778909, 120.95635022 12.81524594)))"
"1",1,588,588,495109.184552067541517,1413141.728244151687250,497014.440440393344034,1411491.728244151687250,"MultiPolygon (((120.95635924 12.77049985, 120.96074466 12.77795836, 120.9695185 12.77795977, 120.97390641 12.77050267, 120.96952073 12.76304438, 120.9607474 12.76304297, 120.95635924 12.77049985)))"
"1",1,589,589,495109.184552067541517,1411491.728244151687250,497014.440440393344034,1409841.728244151687250,"MultiPolygon (((120.95636224 12.75558446, 120.9607474 12.76304297, 120.96952073 12.76304438, 120.97390838 12.75558727, 120.96952295 12.74812897, 120.96075014 12.74812757, 120.95636224 12.75558446)))"
